id,exp_years,diplomes,certifications,hard_skills,soft_skills,langues,localisation,mobilite,disponibilite,full_text,322,14,MBA Management Digital,Aucune,"['Digital Strategy', 'Email Campaigns', 'Content Creation', 'SEO', 'Brand Management', 'Analytics', 'Copywriting']","['Créativité', 'Leadership', 'Pensée analytique']","['Arabe', 'Espagnol']","Montréal, Canada",Pas mobile,Immédiate,"Expériences: Chargé de communication web chez DevFactory (2013-2018). Diplômes: MBA Management Digital. Certifications: Aucune. Compétences techniques: Digital Strategy, Email Campaigns, Content Creation, SEO, Brand Management, Analytics, Copywriting. Compétences comportementales: Créativité, Leadership, Pensée analytique. Langues: Arabe, Espagnol. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Chargé de communication web."
283.0,4.0,DUT Réseaux et Télécommunications,AWS Certified Solutions Architect,"['Bash', 'Cisco', 'AWS', 'Linux', 'Kubernetes', 'GCP', 'Windows Server']","['Gestion du temps', 'Esprit critique', 'Résolution de problèmes']",['Français'],"Genève, Suisse",Ouvert au télétravail,Immédiate,"Expériences: Administrateur système chez DevFactory (2020-2021). Ingénieur Cloud chez DataSolutions (2022-2025). Diplômes: DUT Réseaux et Télécommunications. Certifications: AWS Certified Solutions Architect. Compétences techniques: Bash, Cisco, AWS, Linux, Kubernetes, GCP, Windows Server. Compétences comportementales: Gestion du temps, Esprit critique, Résolution de problèmes. Langues: Français. Localisation: Genève, Suisse. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Architecte Cloud.",,,,,,,,,,,
284.0,3.0,Master Informatique,Aucune,"['Penetration Testing', 'Azure', 'Wireshark', 'PowerShell', 'Metasploit', 'VPN', 'GCP', 'Kubernetes']","['Créativité', 'Travail en équipe', 'Communication']",['Français'],"Tunis, Tunisie",Mobile,Dans 3 mois,"Expériences: Analyste cybersécurité chez CloudMasters (2021-2023). Diplômes: Master Informatique. Certifications: Aucune. Compétences techniques: Penetration Testing, Azure, Wireshark, PowerShell, Metasploit, VPN, GCP, Kubernetes. Compétences comportementales: Créativité, Travail en équipe, Communication. Langues: Français. Localisation: Tunis, Tunisie. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Ingénieur télécom.",,,,,,,,,,,
285.0,3.0,MBA Management Digital,Kubernetes Administrator,"['Bash', 'Azure', 'Firewall', 'GCP', 'Nmap', 'Wireshark', 'Python']","['Communication', 'Empathie', 'Créativité']","['Anglais', 'Espagnol']","Dakar, Sénégal",Pas mobile,Dans 1 mois,"Expériences: Analyste cybersécurité chez DataDriven (2021-2022). Diplômes: MBA Management Digital. Certifications: Kubernetes Administrator. Compétences techniques: Bash, Azure, Firewall, GCP, Nmap, Wireshark, Python. Compétences comportementales: Communication, Empathie, Créativité. Langues: Anglais, Espagnol. Localisation: Dakar, Sénégal. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Responsable sécurité des systèmes d'information (RSSI).",,,,,,,,,,,
286.0,12.0,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['Ansible', 'Docker', 'Cisco', 'AWS', 'Bash']","['Adaptabilité', 'Travail en équipe', 'Empathie']","['Français', 'Anglais', 'Espagnol']","Dakar, Sénégal",Ouvert au télétravail,Immédiate,"Expériences: Ingénieur DevOps chez InnovateLab (2012-2013). Administrateur système chez StartupHub (2014-2015). Expert sécurité chez CloudMasters (2016-2019). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: Ansible, Docker, Cisco, AWS, Bash. Compétences comportementales: Adaptabilité, Travail en équipe, Empathie. Langues: Français, Anglais, Espagnol. Localisation: Dakar, Sénégal. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Spécialiste systèmes, réseaux et sécurité.",,,,,,,,,,,
287.0,7.0,BTS Informatique,PMP,"['Wireshark', 'Linux', 'Azure', 'Metasploit', 'Penetration Testing', 'Firewall', 'Bash']","['Pensée analytique', 'Travail en équipe', 'Esprit critique']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Pas mobile,Dans 3 mois,"Expériences: Analyste cybersécurité chez DataSolutions (2017-2018). Analyste cybersécurité chez AgileTeam (2019-2021). Expert sécurité chez InnovateLab (2021-2024). Diplômes: BTS Informatique. Certifications: PMP. Compétences techniques: Wireshark, Linux, Azure, Metasploit, Penetration Testing, Firewall, Bash. Compétences comportementales: Pensée analytique, Travail en équipe, Esprit critique. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Security Architect.",,,,,,,,,,,
288.0,12.0,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['GCP', 'Firewall', 'Docker', 'AWS', 'PowerShell']","['Communication', 'Résolution de problèmes', 'Adaptabilité']","['Anglais', 'Espagnol']","Paris, France",Pas mobile,Dans 3 mois,"Expériences: Analyste cybersécurité chez CloudInnovate (2012-2015). Analyste cybersécurité chez CloudMasters (2014-2016). Analyste cybersécurité chez TechCorp (2016-2018). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: GCP, Firewall, Docker, AWS, PowerShell. Compétences comportementales: Communication, Résolution de problèmes, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Paris, France. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Expert en technologie de l’information.",,,,,,,,,,,
289.0,2.0,Master Marketing Digital,Kubernetes Administrator,"['Kubernetes', 'Linux', 'AWS', 'Ansible', 'Firewall', 'PowerShell', 'VPN']","['Résolution de problèmes', 'Adaptabilité', 'Empathie']","['Français', 'Anglais']","Paris, France",Mobile,Immédiate,"Expériences: Administrateur système chez DevFactory (2022-2025). Diplômes: Master Marketing Digital. Certifications: Kubernetes Administrator. Compétences techniques: Kubernetes, Linux, AWS, Ansible, Firewall, PowerShell, VPN. Compétences comportementales: Résolution de problèmes, Adaptabilité, Empathie. Langues: Français, Anglais. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Technicien cybersécurité.",,,,,,,,,,,
290.0,13.0,PhD en Intelligence Artificielle,AWS Certified Solutions Architect,"['Nmap', 'SIEM', 'Penetration Testing', 'Windows Server', 'Bash', 'Azure', 'Terraform']","['Travail en équipe', 'Pensée analytique', 'Empathie']","['Français', 'Anglais', 'Espagnol']","Casablanca, Maroc",Mobile,Dans 3 mois,"Expériences: Ingénieur DevOps chez SmartTech (2011-2012). Architecte réseau chez TechVentures (2013-2015). Ingénieur DevOps chez TechCorp (2015-2016). Diplômes: PhD en Intelligence Artificielle. Certifications: AWS Certified Solutions Architect. Compétences techniques: Nmap, SIEM, Penetration Testing, Windows Server, Bash, Azure, Terraform. Compétences comportementales: Travail en équipe, Pensée analytique, Empathie. Langues: Français, Anglais, Espagnol. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Développeur IOT.",,,,,,,,,,,
291.0,12.0,Licence Communication,HubSpot Marketing,"['Metasploit', 'SIEM', 'Penetration Testing', 'Wireshark', 'Firewall', 'AWS']","['Empathie', 'Pensée analytique', 'Résolution de problèmes']","['Anglais', 'Espagnol']","Lyon, France",Pas mobile,Dans 3 mois,"Expériences: Ingénieur DevOps chez SmartTech (2012-2013). Analyste cybersécurité chez SmartTech (2014-2016). Expert sécurité chez CloudMasters (2016-2019). Diplômes: Licence Communication. Certifications: HubSpot Marketing. Compétences techniques: Metasploit, SIEM, Penetration Testing, Wireshark, Firewall, AWS. Compétences comportementales: Empathie, Pensée analytique, Résolution de problèmes. Langues: Anglais, Espagnol. Localisation: Lyon, France. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Technicien en télécommunication.",,,,,,,,,,,
292.0,2.0,Diplôme d'ingénieur Informatique,Aucune,"['Wireshark', 'Docker', 'Nmap', 'Penetration Testing', 'Metasploit']","['Créativité', 'Communication', 'Résolution de problèmes']",['Français'],"Montréal, Canada",Mobile,Immédiate,"Expériences: Ingénieur DevOps chez CloudMasters (2022-2025). Diplômes: Diplôme d'ingénieur Informatique. Certifications: Aucune. Compétences techniques: Wireshark, Docker, Nmap, Penetration Testing, Metasploit. Compétences comportementales: Créativité, Communication, Résolution de problèmes. Langues: Français. Localisation: Montréal, Canada. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Analyste de la menace.",,,,,,,,,,,
293.0,2.0,Master Informatique,Microsoft Azure Administrator,"['Python', 'Firewall', 'Linux', 'Metasploit', 'Azure', 'PowerShell', 'Wireshark']","['Résolution de problèmes', 'Leadership', 'Empathie']","['Français', 'Anglais', 'Allemand']","Paris, France",Mobile,Immédiate,"Expériences: Expert sécurité chez TechCorp (2022-2023). Diplômes: Master Informatique. Certifications: Microsoft Azure Administrator. Compétences techniques: Python, Firewall, Linux, Metasploit, Azure, PowerShell, Wireshark. Compétences comportementales: Résolution de problèmes, Leadership, Empathie. Langues: Français, Anglais, Allemand. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Ingénieur Cloud computing.",,,,,,,,,,,
294.0,13.0,Licence Informatique,AWS Certified Solutions Architect,"['Firewall', 'Python', 'Nmap', 'Cisco', 'Docker', 'Penetration Testing']","['Travail en équipe', 'Créativité', 'Adaptabilité']","['Français', 'Arabe']","Genève, Suisse",Pas mobile,Dans 1 mois,"Expériences: Analyste cybersécurité chez DevFactory (2011-2012). Administrateur système chez TechCorp (2013-2015). Ingénieur DevOps chez DigitalFirst (2015-2016). Diplômes: Licence Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: Firewall, Python, Nmap, Cisco, Docker, Penetration Testing. Compétences comportementales: Travail en équipe, Créativité, Adaptabilité. Langues: Français, Arabe. Localisation: Genève, Suisse. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Technicien cloud.",,,,,,,,,,,
295.0,10.0,PhD en Intelligence Artificielle,Scrum Master,"['PowerShell', 'Wireshark', 'Windows Server', 'Firewall', 'Docker']","['Travail en équipe', 'Résolution de problèmes', 'Gestion du temps']","['Français', 'Arabe']","Casablanca, Maroc",Ouvert au télétravail,Dans 1 mois,"Expériences: Expert sécurité chez AgileTeam (2014-2017). Ingénieur DevOps chez DigitalFirst (2016-2018). Analyste cybersécurité chez DataDriven (2018-2019). Diplômes: PhD en Intelligence Artificielle. Certifications: Scrum Master. Compétences techniques: PowerShell, Wireshark, Windows Server, Firewall, Docker. Compétences comportementales: Travail en équipe, Résolution de problèmes, Gestion du temps. Langues: Français, Arabe. Localisation: Casablanca, Maroc. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Technicien cloud.",,,,,,,,,,,
296.0,14.0,Diplôme d'ingénieur Informatique,CEH,"['PowerShell', 'Terraform', 'Windows Server', 'SIEM', 'Metasploit', 'Linux', 'Nmap', 'Penetration Testing']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Ingénieur Cloud chez CloudInnovate (2010-2013). Administrateur système chez CloudInnovate (2012-2013). Administrateur système chez SmartTech (2014-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: CEH. Compétences techniques: PowerShell, Terraform, Windows Server, SIEM, Metasploit, Linux, Nmap, Penetration Testing. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique.",,,,,,,,,,,
297.0,8.0,Master Design,Kubernetes Administrator,"['Wireshark', 'Terraform', 'Firewall', 'Ansible', 'Azure', 'Penetration Testing', 'SIEM']","['Leadership', 'Créativité', 'Adaptabilité']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2016-2017). Ingénieur Cloud chez DevFactory (2018-2021). Ingénieur Cloud chez InnovateLab (2020-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Terraform, Firewall, Ansible, Azure, Penetration Testing, SIEM. Compétences comportementales: Leadership, Créativité, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert Sécurité IT.",,,,,,,,,,,
298.0,3.0,Master Data Science,Adobe Certified Expert,"['AWS', 'Bash', 'Metasploit', 'PowerShell', 'Python', 'Ansible']","['Pensée analytique', 'Empathie', 'Travail en équipe']","['Français', 'Anglais']","Casablanca, Maroc",Mobile,Dans 1 mois,"Expériences: Administrateur système chez DevFactory (2021-2023). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: AWS, Bash, Metasploit, PowerShell, Python, Ansible. Compétences comportementales: Pensée analytique, Empathie, Travail en équipe. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte systèmes embarqués.",,,,,,,,,,,
299.0,12.0,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['PowerShell', 'Terraform', 'Windows Server', 'SIEM', 'Metasploit', 'Linux', 'Nmap', 'Penetration Testing']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Ingénieur Cloud chez CloudInnovate (2010-2013). Administrateur système chez CloudInnovate (2012-2013). Administrateur système chez SmartTech (2014-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: PowerShell, Terraform, Windows Server, SIEM, Metasploit, Linux, Nmap, Penetration Testing. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique.",,,,,,,,,,,
300.0,8.0,Master Design,Kubernetes Administrator,"['Wireshark', 'Terraform', 'Firewall', 'Ansible', 'Azure', 'Penetration Testing', 'SIEM']","['Leadership', 'Créativité', 'Adaptabilité']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2016-2017). Ingénieur Cloud chez DevFactory (2018-2021). Ingénieur Cloud chez InnovateLab (2020-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Terraform, Firewall, Ansible, Azure, Penetration Testing, SIEM. Compétences comportementales: Leadership, Créativité, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert Sécurité IT.",,,,,,,,,,,
301.0,3.0,Master Data Science,Adobe Certified Expert,"['AWS', 'Bash', 'Metasploit', 'PowerShell', 'Python', 'Ansible']","['Pensée analytique', 'Empathie', 'Travail en équipe']","['Français', 'Anglais']","Casablanca, Maroc",Mobile,Dans 1 mois,"Expériences: Administrateur système chez DevFactory (2021-2023). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: AWS, Bash, Metasploit, PowerShell, Python, Ansible. Compétences comportementales: Pensée analytique, Empathie, Travail en équipe. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte systèmes embarqués.",,,,,,,,,,,
302.0,12.0,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['PowerShell', 'Terraform', 'Windows Server', 'SIEM', 'Metasploit', 'Linux', 'Nmap', 'Penetration Testing']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Ingénieur Cloud chez CloudInnovate (2010-2013). Administrateur système chez CloudInnovate (2012-2013). Administrateur système chez SmartTech (2014-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: PowerShell, Terraform, Windows Server, SIEM, Metasploit, Linux, Nmap, Penetration Testing. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique.",,,,,,,,,,,
303.0,8.0,Master Design,Kubernetes Administrator,"['Wireshark', 'Terraform', 'Firewall', 'Ansible', 'Azure', 'Penetration Testing', 'SIEM']","['Leadership', 'Créativité', 'Adaptabilité']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2016-2017). Ingénieur Cloud chez DevFactory (2018-2021). Ingénieur Cloud chez InnovateLab (2020-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Terraform, Firewall, Ansible, Azure, Penetration Testing, SIEM. Compétences comportementales: Leadership, Créativité, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert Sécurité IT.",,,,,,,,,,,
304.0,3.0,Master Data Science,Adobe Certified Expert,"['AWS', 'Bash', 'Metasploit', 'PowerShell', 'Python', 'Ansible']","['Pensée analytique', 'Empathie', 'Travail en équipe']","['Français', 'Anglais']","Casablanca, Maroc",Mobile,Dans 1 mois,"Expériences: Administrateur système chez DevFactory (2021-2023). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: AWS, Bash, Metasploit, PowerShell, Python, Ansible. Compétences comportementales: Pensée analytique, Empathie, Travail en équipe. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte systèmes embarqués.",,,,,,,,,,,
305.0,12.0,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['PowerShell', 'Terraform', 'Windows Server', 'SIEM', 'Metasploit', 'Linux', 'Nmap', 'Penetration Testing']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Ingénieur Cloud chez CloudInnovate (2010-2013). Administrateur système chez CloudInnovate (2012-2013). Administrateur système chez SmartTech (2014-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: PowerShell, Terraform, Windows Server, SIEM, Metasploit, Linux, Nmap, Penetration Testing. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique.",,,,,,,,,,,
306.0,8.0,Master Design,Kubernetes Administrator,"['Wireshark', 'Terraform', 'Firewall', 'Ansible', 'Azure', 'Penetration Testing', 'SIEM']","['Leadership', 'Créativité', 'Adaptabilité']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2016-2017). Ingénieur Cloud chez DevFactory (2018-2021). Ingénieur Cloud chez InnovateLab (2020-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Terraform, Firewall, Ansible, Azure, Penetration Testing, SIEM. Compétences comportementales: Leadership, Créativité, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert Sécurité IT.",,,,,,,,,,,
307.0,3.0,Master Data Science,Adobe Certified Expert,"['AWS', 'Bash', 'Metasploit', 'PowerShell', 'Python', 'Ansible']","['Pensée analytique', 'Empathie', 'Travail en équipe']","['Français', 'Anglais']","Casablanca, Maroc",Mobile,Dans 1 mois,"Expériences: Administrateur système chez DevFactory (2021-2023). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: AWS, Bash, Metasploit, PowerShell, Python, Ansible. Compétences comportementales: Pensée analytique, Empathie, Travail en équipe. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte systèmes embarqués.",,,,,,,,,,,
308.0,12.0,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['PowerShell', 'Terraform', 'Windows Server', 'SIEM', 'Metasploit', 'Linux', 'Nmap', 'Penetration Testing']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Ingénieur Cloud chez CloudInnovate (2010-2013). Administrateur système chez CloudInnovate (2012-2013). Administrateur système chez SmartTech (2014-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: PowerShell, Terraform, Windows Server, SIEM, Metasploit, Linux, Nmap, Penetration Testing. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique.",,,,,,,,,,,
309.0,8.0,Master Design,Kubernetes Administrator,"['Wireshark', 'Terraform', 'Firewall', 'Ansible', 'Azure', 'Penetration Testing', 'SIEM']","['Leadership', 'Créativité', 'Adaptabilité']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2016-2017). Ingénieur Cloud chez DevFactory (2018-2021). Ingénieur Cloud chez InnovateLab (2020-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Terraform, Firewall, Ansible, Azure, Penetration Testing, SIEM. Compétences comportementales: Leadership, Créativité, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert Sécurité IT.",,,,,,,,,,,
310.0,3.0,Master Data Science,Adobe Certified Expert,"['AWS', 'Bash', 'Metasploit', 'PowerShell', 'Python', 'Ansible']","['Pensée analytique', 'Empathie', 'Travail en équipe']","['Français', 'Anglais']","Casablanca, Maroc",Mobile,Dans 1 mois,"Expériences: Administrateur système chez DevFactory (2021-2023). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: AWS, Bash, Metasploit, PowerShell, Python, Ansible. Compétences comportementales: Pensée analytique, Empathie, Travail en équipe. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte systèmes embarqués.",,,,,,,,,,,
311.0,12.0,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['PowerShell', 'Terraform', 'Windows Server', 'SIEM', 'Metasploit', 'Linux', 'Nmap', 'Penetration Testing']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Ingénieur Cloud chez CloudInnovate (2010-2013). Administrateur système chez CloudInnovate (2012-2013). Administrateur système chez SmartTech (2014-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: PowerShell, Terraform, Windows Server, SIEM, Metasploit, Linux, Nmap, Penetration Testing. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique.",,,,,,,,,,,
312.0,8.0,Master Design,Kubernetes Administrator,"['Wireshark', 'Terraform', 'Firewall', 'Ansible', 'Azure', 'Penetration Testing', 'SIEM']","['Leadership', 'Créativité', 'Adaptabilité']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2016-2017). Ingénieur Cloud chez DevFactory (2018-2021). Ingénieur Cloud chez InnovateLab (2020-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Terraform, Firewall, Ansible, Azure, Penetration Testing, SIEM. Compétences comportementales: Leadership, Créativité, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert Sécurité IT.",,,,,,,,,,,
313.0,3.0,Master Data Science,Adobe Certified Expert,"['AWS', 'Bash', 'Metasploit', 'PowerShell', 'Python', 'Ansible']","['Pensée analytique', 'Empathie', 'Travail en équipe']","['Français', 'Anglais']","Casablanca, Maroc",Mobile,Dans 1 mois,"Expériences: Administrateur système chez DevFactory (2021-2023). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: AWS, Bash, Metasploit, PowerShell, Python, Ansible. Compétences comportementales: Pensée analytique, Empathie, Travail en équipe. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte systèmes embarqués.",,,,,,,,,,,
314.0,12.0,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['PowerShell', 'Terraform', 'Windows Server', 'SIEM', 'Metasploit', 'Linux', 'Nmap', 'Penetration Testing']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Ingénieur Cloud chez CloudInnovate (2010-2013). Administrateur système chez CloudInnovate (2012-2013). Administrateur système chez SmartTech (2014-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: PowerShell, Terraform, Windows Server, SIEM, Metasploit, Linux, Nmap, Penetration Testing. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique.",,,,,,,,,,,
315.0,8.0,Master Design,Kubernetes Administrator,"['Wireshark', 'Terraform', 'Firewall', 'Ansible', 'Azure', 'Penetration Testing', 'SIEM']","['Leadership', 'Créativité', 'Adaptabilité']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2016-2017). Ingénieur Cloud chez DevFactory (2018-2021). Ingénieur Cloud chez InnovateLab (2020-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Terraform, Firewall, Ansible, Azure, Penetration Testing, SIEM. Compétences comportementales: Leadership, Créativité, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert Sécurité IT.",,,,,,,,,,,
316.0,3.0,Master Data Science,Adobe Certified Expert,"['AWS', 'Bash', 'Metasploit', 'PowerShell', 'Python', 'Ansible']","['Pensée analytique', 'Empathie', 'Travail en équipe']","['Français', 'Anglais']","Casablanca, Maroc",Mobile,Dans 1 mois,"Expériences: Administrateur système chez DevFactory (2021-2023). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: AWS, Bash, Metasploit, PowerShell, Python, Ansible. Compétences comportementales: Pensée analytique, Empathie, Travail en équipe. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte systèmes embarqués.",,,,,,,,,,,
