id,exp_years,diplomes,certifications,hard_skills,soft_skills,langues,localisation,mobilite,disponibilite,full_text
77,1,Diplôme d'ingénieur Logiciel,Google Data Engineer,"['Slack', 'Trello', 'Excel', 'Gestion de budget', 'Confluence', 'Roadmap']","['Adaptabilité', 'Communication', 'Gestion du temps']","['Français', 'Anglais', 'Allemand']","Tunis, Tunisie",Pas mobile,Dans 1 mois,"Expériences: Chef de projet chez CloudInnovate (2023-2026). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: Google Data Engineer. Compétences techniques: Slack, Trello, Excel, Gestion de budget, Confluence, Roadmap. Compétences comportementales: Adaptabilité, Communication, Gestion du temps. Langues: Français, Anglais, Allemand. Localisation: Tunis, Tunisie. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Startupper."
78,1,Master Design,PMP,"['Jira', 'Confluence', 'Slack', 'Excel', 'MS Project', 'Trello']","['Esprit critique', 'Résolution de problèmes', 'Empathie']","['Anglais', 'Espagnol']","Bamako, Mali",Pas mobile,Dans 1 mois,"Expériences: Chef de projet chez InnovateLab (2023-2025). Diplômes: Master Design. Certifications: PMP. Compétences techniques: Jira, Confluence, Slack, Excel, MS Project, Trello. Compétences comportementales: Esprit critique, Résolution de problèmes, Empathie. Langues: Anglais, Espagnol. Localisation: Bamako, Mali. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Directeur des usages numériques responsables."
79,6,Master Informatique,PMP,"['Trello', 'Kanban', 'KPI', 'Jira', 'Excel', 'Asana']","['Communication', 'Pensée analytique', 'Empathie']","['Français', 'Arabe']","Tunis, Tunisie",Ouvert au télétravail,Dans 1 mois,"Expériences: Product Owner chez CloudInnovate (2018-2021). CTO chez SmartTech (2020-2023). Scrum Master chez SmartTech (2022-2024). Diplômes: Master Informatique. Certifications: PMP. Compétences techniques: Trello, Kanban, KPI, Jira, Excel, Asana. Compétences comportementales: Communication, Pensée analytique, Empathie. Langues: Français, Arabe. Localisation: Tunis, Tunisie. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Product Owner."
80,8,PhD en Intelligence Artificielle,Kubernetes Administrator,"['Kanban', 'Agile', 'Excel', 'Teams', 'Gestion de budget', 'Trello', 'MS Project', 'Zoom']","['Leadership', 'Communication', 'Gestion du temps']","['Français', 'Anglais', 'Allemand']","Tunis, Tunisie",Ouvert au télétravail,Immédiate,"Expériences: Directeur de projet chez StartupHub (2016-2018). Product Owner chez InnovateLab (2018-2020). Scrum Master chez TechVentures (2020-2022). Diplômes: PhD en Intelligence Artificielle. Certifications: Kubernetes Administrator. Compétences techniques: Kanban, Agile, Excel, Teams, Gestion de budget, Trello, MS Project, Zoom. Compétences comportementales: Leadership, Communication, Gestion du temps. Langues: Français, Anglais, Allemand. Localisation: Tunis, Tunisie. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Expert en système d’information."
81,13,Licence Communication,Aucune,"['Slack', 'Agile', 'Kanban', 'Jira', 'PowerPoint', 'Teams', 'Transformation digitale']","['Leadership', 'Communication', 'Créativité']","['Français', 'Arabe']","Dakar, Sénégal",Ouvert au télétravail,Immédiate,"Expériences: Product Manager chez CloudMasters (2011-2014). Product Owner chez TechVentures (2013-2015). Chef de projet chez DigitalFirst (2015-2018). Diplômes: Licence Communication. Certifications: Aucune. Compétences techniques: Slack, Agile, Kanban, Jira, PowerPoint, Teams, Transformation digitale. Compétences comportementales: Leadership, Communication, Créativité. Langues: Français, Arabe. Localisation: Dakar, Sénégal. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Scrum master."
82,12,Diplôme d'ingénieur Logiciel,CISSP,"['Gestion de budget', 'Teams', 'Roadmap', 'Trello', 'Agile', 'PowerPoint', 'Excel']","['Travail en équipe', 'Leadership', 'Pensée analytique']","['Anglais', 'Espagnol']","Bamako, Mali",Pas mobile,Dans 1 mois,"Expériences: CTO chez DigitalFirst (2012-2015). Directeur de projet chez DataDriven (2014-2015). Chef de projet chez CloudInnovate (2016-2017). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: CISSP. Compétences techniques: Gestion de budget, Teams, Roadmap, Trello, Agile, PowerPoint, Excel. Compétences comportementales: Travail en équipe, Leadership, Pensée analytique. Langues: Anglais, Espagnol. Localisation: Bamako, Mali. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Chief Information Officer."
83,10,Diplôme d'ingénieur Informatique,Google Data Engineer,"['UI Design', 'Premiere Pro', 'Photoshop', 'Prototyping', 'CSS', 'Figma', 'Sketch', 'Illustrator']","['Créativité', 'Leadership', 'Esprit critique']","['Français', 'Anglais', 'Allemand']","Bruxelles, Belgique",Mobile,Dans 3 mois,"Expériences: UX Designer chez InnovateLab (2014-2017). Directeur artistique chez DataDriven (2016-2018). Directeur artistique chez TechVentures (2018-2020). Diplômes: Diplôme d'ingénieur Informatique. Certifications: Google Data Engineer. Compétences techniques: UI Design, Premiere Pro, Photoshop, Prototyping, CSS, Figma, Sketch, Illustrator. Compétences comportementales: Créativité, Leadership, Esprit critique. Langues: Français, Anglais, Allemand. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Webdesigner."
84,7,MBA Management Digital,Scrum Master,"['Unity', 'HTML', 'Adobe XD', 'InDesign', 'CSS', 'Design Thinking', 'Illustrator']","['Esprit critique', 'Résolution de problèmes', 'Créativité']","['Français', 'Anglais', 'Espagnol']","Montréal, Canada",Ouvert au télétravail,Dans 3 mois,"Expériences: Webdesigner chez InnovateLab (2017-2018). UX Designer chez InnovateLab (2019-2020). Webdesigner chez CloudMasters (2021-2022). Diplômes: MBA Management Digital. Certifications: Scrum Master. Compétences techniques: Unity, HTML, Adobe XD, InDesign, CSS, Design Thinking, Illustrator. Compétences comportementales: Esprit critique, Résolution de problèmes, Créativité. Langues: Français, Anglais, Espagnol. Localisation: Montréal, Canada. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Level designer."
85,11,Licence Informatique,Microsoft Azure Administrator,"['After Effects', 'Illustrator', 'Design Thinking', 'Prototyping', 'UI Design']","['Travail en équipe', 'Pensée analytique', 'Gestion du temps']","['Anglais', 'Espagnol']","Casablanca, Maroc",Ouvert au télétravail,Dans 1 mois,"Expériences: Directeur artistique chez CloudInnovate (2013-2015). UX Designer chez DigitalFirst (2015-2017). UI Designer chez DataSolutions (2017-2019). Diplômes: Licence Informatique. Certifications: Microsoft Azure Administrator. Compétences techniques: After Effects, Illustrator, Design Thinking, Prototyping, UI Design. Compétences comportementales: Travail en équipe, Pensée analytique, Gestion du temps. Langues: Anglais, Espagnol. Localisation: Casablanca, Maroc. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Vidéaste."
86,9,BTS Informatique,HubSpot Marketing,"['Sketch', 'Prototyping', 'Design Thinking', 'Wireframing', 'UX Design']","['Adaptabilité', 'Esprit critique', 'Communication']","['Français', 'Anglais']","Casablanca, Maroc",Pas mobile,Immédiate,"Expériences: Directeur artistique chez AgileTeam (2015-2017). Game Designer chez DataSolutions (2017-2019). UX Designer chez SmartTech (2019-2021). Diplômes: BTS Informatique. Certifications: HubSpot Marketing. Compétences techniques: Sketch, Prototyping, Design Thinking, Wireframing, UX Design. Compétences comportementales: Adaptabilité, Esprit critique, Communication. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Développeur de jeux vidéos."
87,2,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['UX Design', 'HTML', 'Design Thinking', 'Wireframing', 'UI Design']","['Créativité', 'Leadership', 'Esprit critique']","['Français', 'Anglais', 'Allemand']","Bruxelles, Belgique",Ouvert au télétravail,Dans 1 mois,"Expériences: Directeur artistique chez SmartTech (2022-2023). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: UX Design, HTML, Design Thinking, Wireframing, UI Design. Compétences comportementales: Créativité, Leadership, Esprit critique. Langues: Français, Anglais, Allemand. Localisation: Bruxelles, Belgique. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Vidéaste."
88,13,Master Marketing Digital,Scrum Master,"['Photoshop', 'After Effects', 'UX Design', 'InDesign', 'Unreal Engine', 'Figma']","['Adaptabilité', 'Résolution de problèmes', 'Pensée analytique']",['Français'],"Genève, Suisse",Ouvert au télétravail,Dans 1 mois,"Expériences: UX Designer chez TechVentures (2011-2014). Directeur artistique chez SmartTech (2013-2014). UX Designer chez SmartTech (2015-2017). Diplômes: Master Marketing Digital. Certifications: Scrum Master. Compétences techniques: Photoshop, After Effects, UX Design, InDesign, Unreal Engine, Figma. Compétences comportementales: Adaptabilité, Résolution de problèmes, Pensée analytique. Langues: Français. Localisation: Genève, Suisse. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Motion Designer."
89,2,Diplôme d'ingénieur Informatique,Microsoft Azure Administrator,"['GCP', 'AWS', 'Python', 'Windows Server', 'VPN', 'Wireshark', 'Bash', 'PowerShell']","['Résolution de problèmes', 'Pensée analytique', 'Travail en équipe']",['Français'],"Bamako, Mali",Ouvert au télétravail,Dans 1 mois,"Expériences: Administrateur système chez CloudMasters (2022-2024). Diplômes: Diplôme d'ingénieur Informatique. Certifications: Microsoft Azure Administrator. Compétences techniques: GCP, AWS, Python, Windows Server, VPN, Wireshark, Bash, PowerShell. Compétences comportementales: Résolution de problèmes, Pensée analytique, Travail en équipe. Langues: Français. Localisation: Bamako, Mali. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Expert en technologie de l’information."
90,3,Diplôme d'ingénieur Logiciel,Adobe Certified Expert,"['Kubernetes', 'Metasploit', 'PowerShell', 'Python', 'Wireshark', 'Bash', 'Penetration Testing', 'Firewall']","['Empathie', 'Gestion du temps', 'Créativité']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 1 mois,"Expériences: Analyste cybersécurité chez TechVentures (2021-2024). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: Adobe Certified Expert. Compétences techniques: Kubernetes, Metasploit, PowerShell, Python, Wireshark, Bash, Penetration Testing, Firewall. Compétences comportementales: Empathie, Gestion du temps, Créativité. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Analyste cybersécurité."
91,1,Diplôme d'ingénieur Informatique,PMP,"['VPN', 'Docker', 'Cisco', 'Metasploit', 'Penetration Testing', 'Firewall']","['Communication', 'Créativité', 'Gestion du temps']","['Anglais', 'Espagnol']","Casablanca, Maroc",Pas mobile,Dans 1 mois,"Expériences: Ingénieur Cloud chez CloudMasters (2023-2024). Diplômes: Diplôme d'ingénieur Informatique. Certifications: PMP. Compétences techniques: VPN, Docker, Cisco, Metasploit, Penetration Testing, Firewall. Compétences comportementales: Communication, Créativité, Gestion du temps. Langues: Anglais, Espagnol. Localisation: Casablanca, Maroc. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte IoT."
92,11,Master Design,Google Data Engineer,"['Azure', 'VPN', 'Kubernetes', 'AWS', 'PowerShell', 'Terraform', 'Penetration Testing']","['Résolution de problèmes', 'Pensée analytique', 'Leadership']","['Anglais', 'Espagnol']","Abidjan, Côte d'Ivoire",Pas mobile,Dans 1 mois,"Expériences: Expert sécurité chez DataSolutions (2013-2015). Analyste cybersécurité chez StartupHub (2015-2017). Analyste cybersécurité chez CloudMasters (2017-2020). Diplômes: Master Design. Certifications: Google Data Engineer. Compétences techniques: Azure, VPN, Kubernetes, AWS, PowerShell, Terraform, Penetration Testing. Compétences comportementales: Résolution de problèmes, Pensée analytique, Leadership. Langues: Anglais, Espagnol. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Pen testeur."
93,5,Master Marketing Digital,Aucune,"['Nmap', 'Kubernetes', 'Cisco', 'Azure', 'PowerShell', 'Bash']","['Communication', 'Résolution de problèmes', 'Pensée analytique']","['Français', 'Anglais', 'Allemand']","Bamako, Mali",Pas mobile,Immédiate,"Expériences: Administrateur système chez InnovateLab (2019-2021). Ingénieur Cloud chez TechCorp (2021-2024). Diplômes: Master Marketing Digital. Certifications: Aucune. Compétences techniques: Nmap, Kubernetes, Cisco, Azure, PowerShell, Bash. Compétences comportementales: Communication, Résolution de problèmes, Pensée analytique. Langues: Français, Anglais, Allemand. Localisation: Bamako, Mali. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Ingenieur systèmes."
94,1,PhD en Intelligence Artificielle,Aucune,"['Metasploit', 'Kubernetes', 'Ansible', 'AWS', 'Docker', 'Wireshark', 'GCP']","['Gestion du temps', 'Travail en équipe', 'Pensée analytique']",['Français'],"Casablanca, Maroc",Mobile,Immédiate,"Expériences: Expert sécurité chez AgileTeam (2023-2025). Diplômes: PhD en Intelligence Artificielle. Certifications: Aucune. Compétences techniques: Metasploit, Kubernetes, Ansible, AWS, Docker, Wireshark, GCP. Compétences comportementales: Gestion du temps, Travail en équipe, Pensée analytique. Langues: Français. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Responsable sécurité des systèmes d'information (RSSI)."
95,1,DUT Réseaux et Télécommunications,Aucune,"['VPN', 'GCP', 'Cisco', 'Ansible', 'Nmap', 'Terraform', 'Wireshark']","['Résolution de problèmes', 'Esprit critique', 'Empathie']","['Français', 'Arabe']","Dakar, Sénégal",Pas mobile,Dans 3 mois,"Expériences: Ingénieur Cloud chez TechCorp (2023-2024). Diplômes: DUT Réseaux et Télécommunications. Certifications: Aucune. Compétences techniques: VPN, GCP, Cisco, Ansible, Nmap, Terraform, Wireshark. Compétences comportementales: Résolution de problèmes, Esprit critique, Empathie. Langues: Français, Arabe. Localisation: Dakar, Sénégal. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Ingénieur réseau."
96,1,Master Informatique,CEH,"['VPN', 'GCP', 'Cisco', 'Nmap', 'Linux', 'Docker', 'AWS']","['Esprit critique', 'Empathie', 'Leadership']","['Français', 'Anglais', 'Espagnol']","Tunis, Tunisie",Pas mobile,Immédiate,"Expériences: Ingénieur Cloud chez InnovateLab (2023-2026). Diplômes: Master Informatique. Certifications: CEH. Compétences techniques: VPN, GCP, Cisco, Nmap, Linux, Docker, AWS. Compétences comportementales: Esprit critique, Empathie, Leadership. Langues: Français, Anglais, Espagnol. Localisation: Tunis, Tunisie. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Architecte systèmes embarqués."
97,2,Diplôme d'ingénieur Logiciel,AWS Certified Solutions Architect,"['Python', 'Penetration Testing', 'GCP', 'Cisco', 'VPN', 'Azure']","['Communication', 'Pensée analytique', 'Leadership']","['Français', 'Arabe']","Casablanca, Maroc",Ouvert au télétravail,Dans 1 mois,"Expériences: Ingénieur Cloud chez TechCorp (2022-2024). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: AWS Certified Solutions Architect. Compétences techniques: Python, Penetration Testing, GCP, Cisco, VPN, Azure. Compétences comportementales: Communication, Pensée analytique, Leadership. Langues: Français, Arabe. Localisation: Casablanca, Maroc. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Expert Sécurité IT."
98,11,PhD en Intelligence Artificielle,Kubernetes Administrator,"['Wireshark', 'Python', 'Nmap', 'Linux', 'SIEM', 'Terraform', 'Windows Server', 'Ansible']","['Leadership', 'Communication', 'Gestion du temps']","['Français', 'Anglais', 'Allemand']","Tunis, Tunisie",Ouvert au télétravail,Dans 1 mois,"Expériences: Ingénieur DevOps chez CloudMasters (2013-2015). Ingénieur DevOps chez TechCorp (2015-2016). Ingénieur DevOps chez DigitalFirst (2017-2018). Diplômes: PhD en Intelligence Artificielle. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Python, Nmap, Linux, SIEM, Terraform, Windows Server, Ansible. Compétences comportementales: Leadership, Communication, Gestion du temps. Langues: Français, Anglais, Allemand. Localisation: Tunis, Tunisie. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Security Architect."
99,10,Master Marketing Digital,Adobe Certified Expert,"['Docker', 'Penetration Testing', 'Cisco', 'SIEM', 'Ansible', 'Metasploit']","['Travail en équipe', 'Créativité', 'Empathie']","['Français', 'Arabe']","Genève, Suisse",Ouvert au télétravail,Immédiate,"Expériences: Architecte réseau chez CloudInnovate (2014-2017). Analyste cybersécurité chez CloudMasters (2016-2017). Architecte réseau chez DataDriven (2018-2019). Diplômes: Master Marketing Digital. Certifications: Adobe Certified Expert. Compétences techniques: Docker, Penetration Testing, Cisco, SIEM, Ansible, Metasploit. Compétences comportementales: Travail en équipe, Créativité, Empathie. Langues: Français, Arabe. Localisation: Genève, Suisse. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Délégué à la protection des données (DPD)."
100,3,Master Informatique,Kubernetes Administrator,"['Docker', 'Python', 'Azure', 'Nmap', 'SIEM', 'Cisco', 'Terraform']","['Leadership', 'Communication', 'Travail en équipe']","['Français', 'Arabe']","Casablanca, Maroc",Ouvert au télétravail,Dans 3 mois,"Expériences: Administrateur système chez SmartTech (2021-2024). Diplômes: Master Informatique. Certifications: Kubernetes Administrator. Compétences techniques: Docker, Python, Azure, Nmap, SIEM, Cisco, Terraform. Compétences comportementales: Leadership, Communication, Travail en équipe. Langues: Français, Arabe. Localisation: Casablanca, Maroc. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Analyste de la menace."
101,14,Master Data Science,Microsoft Azure Administrator,"['SEA', 'HubSpot', 'Photoshop', 'Mailchimp', 'Illustrator', 'HTML', 'Email Marketing']","['Gestion du temps', 'Résolution de problèmes', 'Travail en équipe']","['Français', 'Anglais']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Responsable marketing chez SmartTech (2010-2011). Consultant SEO chez StartupHub (2012-2015). Chargé de communication chez DataDriven (2014-2017). Diplômes: Master Data Science. Certifications: Microsoft Azure Administrator. Compétences techniques: SEA, HubSpot, Photoshop, Mailchimp, Illustrator, HTML, Email Marketing. Compétences comportementales: Gestion du temps, Résolution de problèmes, Travail en équipe. Langues: Français, Anglais. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Chef de projet SEA."
102,11,BTS Informatique,AWS Certified Solutions Architect,"['HTML', 'Illustrator', 'Facebook Ads', 'Content Marketing', 'CSS', 'SEO', 'Google Analytics', 'Email Marketing']","['Créativité', 'Leadership', 'Communication']",['Français'],"Paris, France",Mobile,Dans 3 mois,"Expériences: Chef de projet digital chez DataDriven (2013-2016). Community Manager chez TechCorp (2015-2018). Traffic Manager chez TechVentures (2017-2020). Diplômes: BTS Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: HTML, Illustrator, Facebook Ads, Content Marketing, CSS, SEO, Google Analytics, Email Marketing. Compétences comportementales: Créativité, Leadership, Communication. Langues: Français. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Responsable e-commerce."
103,11,Licence Informatique,Google Data Engineer,"['InDesign', 'CSS', 'Salesforce', 'SEO', 'Illustrator', 'Hootsuite', 'Photoshop']","['Résolution de problèmes', 'Travail en équipe', 'Gestion du temps']","['Français', 'Arabe']","Paris, France",Mobile,Immédiate,"Expériences: Traffic Manager chez CloudInnovate (2013-2014). Chef de projet digital chez DataDriven (2015-2017). Community Manager chez DataSolutions (2017-2019). Diplômes: Licence Informatique. Certifications: Google Data Engineer. Compétences techniques: InDesign, CSS, Salesforce, SEO, Illustrator, Hootsuite, Photoshop. Compétences comportementales: Résolution de problèmes, Travail en équipe, Gestion du temps. Langues: Français, Arabe. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Chargé de communication web."
104,12,Licence Communication,Google Analytics,"['HTML', 'Email Marketing', 'InDesign', 'Google Analytics', 'Photoshop', 'JavaScript']","['Travail en équipe', 'Adaptabilité', 'Esprit critique']","['Français', 'Anglais']","Dakar, Sénégal",Mobile,Dans 3 mois,"Expériences: Responsable marketing chez TechVentures (2012-2015). Chargé de communication chez DevFactory (2014-2017). Chargé de communication chez CloudInnovate (2016-2018). Diplômes: Licence Communication. Certifications: Google Analytics. Compétences techniques: HTML, Email Marketing, InDesign, Google Analytics, Photoshop, JavaScript. Compétences comportementales: Travail en équipe, Adaptabilité, Esprit critique. Langues: Français, Anglais. Localisation: Dakar, Sénégal. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Responsable e-commerce."
105,6,Licence Informatique,Google Analytics,"['Google Analytics', 'Salesforce', 'JavaScript', 'Facebook Ads', 'SEA', 'InDesign', 'Photoshop']","['Empathie', 'Leadership', 'Gestion du temps']","['Anglais', 'Espagnol']","Montréal, Canada",Ouvert au télétravail,Immédiate,"Expériences: Chargé de communication chez DataSolutions (2018-2020). Traffic Manager chez DataSolutions (2020-2021). Chargé de communication chez SmartTech (2022-2024). Diplômes: Licence Informatique. Certifications: Google Analytics. Compétences techniques: Google Analytics, Salesforce, JavaScript, Facebook Ads, SEA, InDesign, Photoshop. Compétences comportementales: Empathie, Leadership, Gestion du temps. Langues: Anglais, Espagnol. Localisation: Montréal, Canada. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Responsable marketing digital."
106,2,Master Informatique,Adobe Certified Expert,"['Facebook Ads', 'JavaScript', 'HTML', 'Email Marketing', 'SEA', 'Salesforce']","['Leadership', 'Adaptabilité', 'Pensée analytique']","['Français', 'Anglais', 'Allemand']","Paris, France",Pas mobile,Dans 3 mois,"Expériences: Chef de projet digital chez TechVentures (2022-2024). Diplômes: Master Informatique. Certifications: Adobe Certified Expert. Compétences techniques: Facebook Ads, JavaScript, HTML, Email Marketing, SEA, Salesforce. Compétences comportementales: Leadership, Adaptabilité, Pensée analytique. Langues: Français, Anglais, Allemand. Localisation: Paris, France. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Customer Success Manager (CSM)."
107,10,Master Marketing Digital,Adobe Certified Expert,"['Illustrator', 'Email Marketing', 'SEO', 'Content Marketing', 'Google Analytics', 'HubSpot', 'SEA']","['Adaptabilité', 'Communication', 'Résolution de problèmes']","['Français', 'Anglais']","Dakar, Sénégal",Mobile,Immédiate,"Expériences: Community Manager chez StartupHub (2014-2015). Chargé de communication chez TechCorp (2016-2017). Consultant SEO chez SmartTech (2018-2020). Diplômes: Master Marketing Digital. Certifications: Adobe Certified Expert. Compétences techniques: Illustrator, Email Marketing, SEO, Content Marketing, Google Analytics, HubSpot, SEA. Compétences comportementales: Adaptabilité, Communication, Résolution de problèmes. Langues: Français, Anglais. Localisation: Dakar, Sénégal. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Customer Success Manager (CSM)."
108,7,DUT Réseaux et Télécommunications,PMP,"['Illustrator', 'SEA', 'Salesforce', 'HTML', 'Facebook Ads']","['Adaptabilité', 'Communication', 'Esprit critique']","['Français', 'Anglais', 'Espagnol']","Abidjan, Côte d'Ivoire",Pas mobile,Dans 3 mois,"Expériences: Community Manager chez CloudMasters (2017-2020). Chargé de communication chez DigitalFirst (2019-2022). Traffic Manager chez DevFactory (2021-2022). Diplômes: DUT Réseaux et Télécommunications. Certifications: PMP. Compétences techniques: Illustrator, SEA, Salesforce, HTML, Facebook Ads. Compétences comportementales: Adaptabilité, Communication, Esprit critique. Langues: Français, Anglais, Espagnol. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Traffic manager."
109,12,MBA Management Digital,Google Analytics,"['Photoshop', 'SEO', 'HTML', 'Google Ads', 'Content Marketing', 'Google Analytics']","['Créativité', 'Adaptabilité', 'Travail en équipe']","['Français', 'Anglais', 'Allemand']","Genève, Suisse",Pas mobile,Dans 3 mois,"Expériences: Chargé de communication chez AgileTeam (2012-2014). Chargé de communication chez DigitalFirst (2014-2016). Chef de projet digital chez InnovateLab (2016-2017). Diplômes: MBA Management Digital. Certifications: Google Analytics. Compétences techniques: Photoshop, SEO, HTML, Google Ads, Content Marketing, Google Analytics. Compétences comportementales: Créativité, Adaptabilité, Travail en équipe. Langues: Français, Anglais, Allemand. Localisation: Genève, Suisse. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Chef de projet e-commerce."
110,11,Diplôme d'ingénieur Logiciel,Aucune,"['InDesign', 'Hootsuite', 'Google Analytics', 'WordPress', 'Content Marketing']","['Esprit critique', 'Leadership', 'Travail en équipe']","['Français', 'Anglais', 'Espagnol']","Genève, Suisse",Mobile,Immédiate,"Expériences: Consultant SEO chez DevFactory (2013-2016). Chef de projet digital chez DigitalFirst (2015-2017). Responsable marketing chez DataSolutions (2017-2018). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: Aucune. Compétences techniques: InDesign, Hootsuite, Google Analytics, WordPress, Content Marketing. Compétences comportementales: Esprit critique, Leadership, Travail en équipe. Langues: Français, Anglais, Espagnol. Localisation: Genève, Suisse. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Consultant SEO."
111,11,Master Informatique,HubSpot Marketing,"['Illustrator', 'InDesign', 'Facebook Ads', 'Google Analytics', 'HubSpot', 'Photoshop', 'JavaScript', 'SEA']","['Résolution de problèmes', 'Gestion du temps', 'Créativité']","['Français', 'Anglais', 'Allemand']","Tunis, Tunisie",Pas mobile,Immédiate,"Expériences: Traffic Manager chez StartupHub (2013-2015). Chef de projet digital chez CloudInnovate (2015-2017). Community Manager chez AgileTeam (2017-2020). Diplômes: Master Informatique. Certifications: HubSpot Marketing. Compétences techniques: Illustrator, InDesign, Facebook Ads, Google Analytics, HubSpot, Photoshop, JavaScript, SEA. Compétences comportementales: Résolution de problèmes, Gestion du temps, Créativité. Langues: Français, Anglais, Allemand. Localisation: Tunis, Tunisie. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Consultant SEO."
112,15,Diplôme d'ingénieur Informatique,Google Data Engineer,"['Email Marketing', 'CSS', 'SEO', 'InDesign', 'Content Marketing', 'HubSpot', 'Hootsuite', 'Salesforce']","['Leadership', 'Communication', 'Esprit critique']",['Français'],"Bamako, Mali",Mobile,Dans 3 mois,"Expériences: Responsable marketing chez DevFactory (2009-2011). Responsable marketing chez CloudInnovate (2011-2012). Consultant SEO chez CloudMasters (2013-2014). Diplômes: Diplôme d'ingénieur Informatique. Certifications: Google Data Engineer. Compétences techniques: Email Marketing, CSS, SEO, InDesign, Content Marketing, HubSpot, Hootsuite, Salesforce. Compétences comportementales: Leadership, Communication, Esprit critique. Langues: Français. Localisation: Bamako, Mali. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Journaliste web."
113,13,Master Design,Adobe Certified Expert,"['SEO', 'Salesforce', 'Buffer', 'Mailchimp', 'Email Marketing']","['Résolution de problèmes', 'Gestion du temps', 'Empathie']",['Français'],"Lyon, France",Mobile,Dans 3 mois,"Expériences: Consultant SEO chez DataSolutions (2011-2014). Consultant SEO chez InnovateLab (2013-2015). Community Manager chez SmartTech (2015-2016). Diplômes: Master Design. Certifications: Adobe Certified Expert. Compétences techniques: SEO, Salesforce, Buffer, Mailchimp, Email Marketing. Compétences comportementales: Résolution de problèmes, Gestion du temps, Empathie. Langues: Français. Localisation: Lyon, France. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Chargé de marketing digital."
